id,qsets_normalized_tat
278286,0.34
200750,1.4200000000000021
231530,10.83
155131,-15.61
41641,15.98
189265,6.55
60651,-1.72
279377,7.67
247504,-17.689999999999998
230007,5.52
60743,-3.1
240925,-5.86
117732,-3.1
71184,7.24
252026,-0.6200000000000001
101107,-10.0
103234,-8.62
135354,-9.31
156945,-1.03
27184,-2.41
246508,-7.2700000000000005
165277,3.79
249011,-2.41
205369,-5.86
55574,-1.7300000000000009
173483,9.31
122533,-2.41
87831,0.34
25253,4.48
270090,-9.68
181378,
43762,
284260,-3.1
4243,5.86
268930,-27.09
89330,7.93
125972,6.55
170414,7.93
155153,0.34
45637,0.34
14811,7.24
152615,-2.41
24121,9.31
65723,21.209999999999997
47353,-1.03
189458,5.17
280314,3.79
137869,-7.93
134792,-1.03
34777,4.48
159898,-3.1
89007,28.26
139084,-7.93
158448,0.9800000000000004
207966,-9.84
226160,
19859,-3.1
48767,
250757,
197072,-7.93
201619,-3.1
167550,6.55
312,7.24
208666,0.34
196792,7.93
223019,7.24
169503,-5.379999999999999
145521,-17.72
55930,-10.0
13225,-10.0
32252,-4.48
143993,-1.5500000000000003
33003,-0.3899999999999988
146523,9.26
57953,10.0
183043,5.86
199333,-1.8599999999999997
183103,-1.03
267698,4.48
220438,3.79
35211,-7.93
229200,2.41
227984,3.1
152883,
17263,-5.86
218917,5.549999999999999
175634,-5.86
93200,7.24
137193,5.17
127602,-1.72
179005,10.0
223535,-7.24
279706,22.680000000000003
135036,5.86
119625,9.639999999999999
90720,16.32
226347,-7.93
280375,-14.549999999999997
191927,-10.0
52106,1.03
233763,-2.41
158709,7.93
274623,9.31
130469,10.0
75111,1.72
170,-4.48
198699,2.86
226157,-10.06
245421,-10.0
259726,-22.020000000000003
10358,-3.79
17797,-2.41
131042,5.17
56410,8.62
220013,-12.58
244954,1.72
260493,25.529999999999998
261896,
162301,-15.23
129325,
268740,10.0
182246,-2.41
5508,-3.79
210555,-7.93
193654,-7.93
224591,-4.390000000000001
222312,-8.489999999999998
249945,-1.03
10822,4.48
179468,3.79
158892,7.24
191104,5.17
70335,-3.1
105074,-2.41
213380,-0.34
63503,10.0
82778,3.79
222345,
153396,
104084,-7.24
185549,-1.1100000000000003
173533,-3.79
248054,11.37
6757,1.03
58298,5.86
152478,1.9200000000000004
136424,3.79
255884,7.020000000000002
1298,0.34
205915,1.03
70412,-1.9000000000000001
106855,-7.24
108480,7.14
246952,-7.93
143588,
212012,9.31
69644,1.72
146454,6.55
145182,7.93
249643,-3.79
153590,13.68
136878,3.1
129555,-5.17
56570,-7.93
158825,5.86
267939,-7.93
183215,-1.03
101909,4.48
220581,4.48
132182,6.55
44860,-15.6
207885,8.62
184327,-4.48
269252,
97848,
22574,7.24
112617,-5.17
163764,9.31
74985,-3.79
256863,5.62
194907,-4.48
109028,3.1
170875,-3.1
32097,3.79
206651,-4.48
9918,0.34
189258,-0.34
37783,7.24
131519,3.1
41066,-6.55
97566,3.79
142082,3.1
204261,0.34
88908,-5.17
86447,3.79
108682,6.55
114422,1.72
125855,4.48
125883,-17.78
202042,-13.98
194474,5.44
101406,6.73
187699,5.86
50368,-6.55
215792,
90991,9.31
112068,-6.55
48390,10.0
39630,15.56
198192,7.93
84164,10.0
124164,5.17
102290,9.17
146995,-3.86
258707,-10.0
228241,-1.03
197465,-7.24
112631,10.14
188671,7.93
64281,-8.62
242737,-19.78
121204,-4.07
1772,5.86
80138,9.31
75620,3.88
20292,
159335,4.880000000000001
128258,3.79
39265,10.0
184582,9.31
219573,5.17
159011,-15.06
116718,-2.960000000000001
147276,6.1000000000000005
21708,3.79
115758,
130546,8.62
205413,-5.17
163706,1.03
243034,3.1
246182,
202864,-8.62
271835,2.41
60249,-10.0
237176,0.34
221578,-3.1
112963,6.789999999999999
194374,3.1
107014,-4.48
210750,-1.72
32757,1.03
85152,8.62
111869,4.48
37475,-3.79
201706,3.79
103905,1.03
163769,-8.62
71822,6.819999999999999
185378,-8.209999999999999
49195,15.53
156218,3.1
283085,-8.62
109522,-6.55
76159,-7.93
262746,7.93
230516,-10.0
274648,3.1
180902,9.31
3382,-6.55
27848,-7.93
4756,-0.34
24413,5.86
36680,9.31
103723,6.55
68166,8.62
230622,-10.0
283708,-9.31
57,11.62
169405,-8.62
218687,5.86
215830,7.93
119801,-7.24
167602,0.8799999999999999
108310,1.72
123852,13.64
214391,11.839999999999998
126351,
47492,6.55
277610,-2.4200000000000004
53716,-7.93
30519,-8.62
12626,7.24
125458,-9.31
128132,-12.959999999999999
212406,-7.7
150834,8.88
230001,1.03
87748,-0.34
138955,5.86
114763,24.41
226617,4.48
180667,-1.03
270432,3.79
209084,0.34
133218,5.17
250764,-9.31
220267,-7.24
187140,-15.219999999999999
46982,2.98
211435,10.49
137343,3.79
250216,-3.1
133694,10.0
278910,-15.98
54170,-7.93
212007,5.17
179668,8.62
142329,10.0
115191,-1.03
170960,0.34
266615,-4.48
166517,-7.93
229042,-11.490000000000002
183016,-2.41
280097,5.33
278235,9.739999999999998
157370,-3.1
219635,-3.79
195666,-9.63
76423,-2.41
265760,4.48
83840,9.31
5079,4.48
253058,8.62
257720,6.55
145124,5.58
231266,-5.86
123662,10.0
151231,1.03
251990,-0.34
41385,
78998,3.79
75553,-0.34
264570,7.24
113509,8.25
57717,
247844,-4.48
100531,-21.28
275731,0.34
153799,-10.3
215669,14.849999999999998
139653,-0.34
6467,
25784,6.22
57174,-1.8599999999999994
36725,9.31
194779,-6.02
92478,1.03
100238,
273456,-6.55
173312,-18.810000000000002
267868,-4.48
89526,9.31
39278,-10.0
76502,-7.24
30999,5.17
107159,-6.55
251612,0.34
22215,
119201,-3.79
261223,-10.0
23866,29.43
81120,-0.34
5809,-9.31
172706,-3.1
10807,4.48
144481,28.490000000000002
149035,1.4000000000000004
135389,1.43
227892,6.55
101615,-1.72
89389,9.31
147358,1.03
91659,-0.34
118379,-7.93
69788,-13.719999999999999
161740,1.72
243059,-10.0
246330,7.24
112500,-19.410000000000004
119837,-8.62
36949,2.41
114982,-2.41
135212,-5.86
150574,-0.34
209824,-5.86
64554,6.55
106087,-7.93
209328,7.93
283961,-4.48
79225,-7.93
47875,4.48
22979,-3.79
231701,5.86
235067,-6.55
177242,
12385,0.34
229631,-0.5399999999999996
132362,-7.93
46485,
26220,12.959999999999999
213784,5.17
112124,-8.62
116527,1.72
246757,-33.120000000000005
152509,-7.24
154993,24.57
186800,-7.93
20914,10.0
183295,12.24
94119,-4.48
258478,-21.45
197230,-8.62
75768,-1.72
114869,4.48
120364,-5.1499999999999995
209276,-0.73
60474,-5.17
260953,-8.62
11227,
137932,-5.86
169420,-1.72
194923,-6.55
126404,-10.0
78860,-10.0
115605,-7.93
280901,
60736,-6.55
125084,-9.31
126798,-10.0
20695,8.62
124967,10.0
246366,-3.79
149951,-7.93
85828,1.03
35928,-7.24
152148,-9.31
24529,8.62
23335,2.0300000000000007
261268,6.55
45108,5.17
203210,-1.72
220107,-3.1
248129,-32.44
11837,
214772,5.3500000000000005
216116,1.79
218105,6.629999999999999
66412,3.2300000000000004
260159,-1.03
139901,-5.86
48990,-3.1
189757,-9.31
129335,-9.22
125192,9.31
225654,4.48
15754,7.93
14740,11.450000000000001
169563,9.559999999999999
263749,2.679999999999999
106900,-0.7099999999999997
56959,-8.62
276619,-3.1
230502,14.06
177369,-8.62
96900,0.34
8484,4.48
91908,
280458,0.34
131415,-2.41
28894,-4.48
134158,8.62
231477,18.150000000000006
242445,-13.389999999999999
57197,-5.86
14515,-20.27
191744,9.31
151396,-6.55
211206,-2.41
38482,-3.1
8357,-3.79
123450,9.31
81263,35.69
219753,6.55
53677,-2.4400000000000004
33924,-0.34
138296,13.540000000000001
273289,-10.38
277670,-17.62
150704,2.41
145442,-6.55
97526,-4.48
67514,7.93
195387,-7.24
113317,-0.34
177164,-1.03
167479,
68313,9.31
108847,-3.79
96247,-2.41
133877,-10.0
97523,
202053,1.72
35735,9.31
33564,7.93
243973,-6.390000000000001
264599,-0.34
66240,13.270000000000001
80183,-7.93
46092,-1.03
20664,-9.31
269366,5.86
220628,8.62
223823,-1.03
245900,-1.03
78964,9.31
20408,7.93
276958,-0.34
85240,-4.6899999999999995
61816,5.17
20313,
234719,3.1
240914,
9377,4.48
42488,3.79
277170,2.42
101969,-3.1
41365,1.03
173086,-4.48
189548,-2.41
218256,16.09
217439,10.0
228125,21.25
179523,0.34
220279,
143276,3.1
202506,-4.859999999999999
142573,-1.72
37805,-3.1
234339,-2.41
76511,-3.1
69599,-7.93
149999,-3.1
270214,5.340000000000001
157151,-2.41
125776,-1.72
86193,3.79
70184,-0.34
203418,-6.760000000000002
185766,1.63
282805,1.03
107445,-8.62
32938,9.31
106135,0.34
96187,1.72
208808,-8.62
33904,14.180000000000001
201146,10.0
203366,-1.72
171612,4.26
139978,-13.37
209223,5.17
136201,7.93
121407,7.93
4256,10.0
91816,6.55
155076,-6.55
142580,-7.24
158626,-3.79
284034,-5.86
172652,0.34
79964,1.03
277880,-7.93
141556,16.619999999999997
215762,1.03
150048,0.34
192243,10.0
165552,-5.17
180860,7.9
174795,-3.1
48237,
76004,-6.55
182871,5.17
74920,-6.55
45481,19.09
39625,-10.0
210706,-5.86
154487,1.72
54602,13.25
55458,-2.41
266837,-1.03
268614,-10.0
206886,7.69
102274,-4.73
207260,7.93
262272,-4.48
160877,-6.55
278368,-0.34
132931,-2.5700000000000007
195565,-3.79
66331,-0.34
138637,9.31
163768,-4.749999999999997
32996,-3.79
33056,1.72
93153,-5.17
113482,-8.62
40161,-1.03
263183,-1.72
225212,-9.31
210505,3.2000000000000006
175661,-0.34
1545,-8.0
215213,-6.55
38238,10.0
253613,5.86
138585,-9.31
5752,2.41
240499,
145064,-5.17
4355,5.17
153580,-9.31
202758,-3.1
89367,-6.55
232502,-1.72
269825,-7.93
50394,1.7400000000000002
257637,6.55
212865,-2.41
65013,-0.34
115771,9.31
81200,
87761,3.1
60192,-19.15
44953,5.86
128209,10.17
6149,10.0
268609,10.0
97340,1.03
152012,-0.1700000000000017
23186,-8.62
159530,12.169999999999998
12762,-23.29
217093,-7.24
105699,6.55
201614,-4.48
211714,-16.189999999999998
66661,5.17
93877,-8.62
164755,-2.41
196820,7.93
185362,
212870,2.41
125904,-1.72
156999,20.66
148114,14.02
167680,-5.17
218309,4.48
60836,
246402,10.0
112318,3.79
85823,-1.72
110338,-20.19
105596,0.34
169755,-10.19
196136,-1.03
116863,
101335,-0.34
245111,8.62
83576,6.38
81437,-9.31
250184,-8.62
233100,10.0
109678,19.200000000000003
110001,
172115,-7.12
28069,6.55
229450,5.86
28812,-9.31
174262,
133955,1.03
236796,-6.96
81606,-4.48
131079,5.17
112961,-10.700000000000001
268165,-3.79
234791,-9.31
231654,-14.44
38789,0.34
148156,-6.44
5112,2.41
85877,
338,5.17
246884,-6.55
279647,2.41
52992,8.629999999999999
35144,-1.03
36439,3.79
68579,-5.86
101294,-1.72
38595,-7.93
110534,13.82
51888,-0.34
88821,7.93
166565,-4.48
121326,1.72
207217,-5.86
190472,-1.72
76975,-16.93
48719,5.17
20169,-0.4599999999999995
150665,8.62
283115,-9.31
144957,-9.899999999999999
133197,-1.72
1601,-20.440000000000005
269787,-7.93
185594,-6.55
251044,-2.4299999999999997
265979,-3.1
276672,1.03
92655,-2.310000000000001
86980,15.42
219633,6.55
101885,
13465,
153777,-5.86
114331,-20.610000000000003
177874,3.0300000000000002
35003,1.03
213218,2.41
234298,-18.66
10012,10.0
78412,-10.0
115675,
27916,15.230000000000002
229939,-5.17
42100,-6.55
203588,-7.93
83878,9.31
239793,4.48
68796,-7.24
70643,5.17
111571,4.48
15270,5.17
282187,-5.58
174409,-9.31
122448,3.79
23070,-0.34
127367,
274605,-4.48
39610,3.79
171496,10.0
214075,-24.2
23238,2.41
65083,9.31
135611,0.0699999999999994
7645,3.1
117948,
152081,5.17
277314,9.31
237096,9.31
273504,-5.65
31194,4.48
99719,7.24
98800,1.72
187323,
46328,-1.72
79695,8.62
110703,7.93
116845,-3.1
200383,-7.24
230351,-22.049999999999997
59079,0.34
83330,-2.41
153248,-2.41
63865,7.24
39906,
126300,10.0
15653,-6.55
131318,-3.79
141925,2.41
30673,-7.81
84550,1.72
17514,8.82
123165,-3.1
34522,-2.41
175481,0.34
258540,-10.0
41264,1.72
209167,-5.86
192744,4.48
236558,3.82
1110,9.31
21537,
103849,-10.0
215778,8.62
144666,7.93
141367,1.03
267828,-7.24
111326,3.1
13206,-3.1
128349,5.86
223319,-3.79
67912,7.9399999999999995
59346,-5.86
52530,-5.86
171374,-4.48
272707,8.62
177398,-9.31
56764,24.09
232889,8.62
28847,3.1
157758,-10.0
93602,-10.0
75344,-7.93
205160,-5.17
12894,1.03
31508,-1.72
206445,9.31
177037,-2.41
202176,-7.359999999999999
55805,-2.41
61877,-6.55
52786,
84449,-3.1
40744,-6.55
115827,5.239999999999998
111723,-2.41
48826,7.24
276198,7.24
233963,-3.1
189648,9.31
81603,-4.48
113184,1.98
30475,
31889,-9.31
13152,-3.79
91215,-10.0
126802,7.24
32675,-7.93
145854,-5.86
33720,-0.34
143872,1.72
247422,4.48
114343,-0.34
122299,-5.86
216320,-6.129999999999999
128347,8.62
254865,-5.17
238006,-4.48
118786,4.48
219984,-5.03
115621,4.48
28856,4.92
58310,-5.17
202307,-2.41
14287,-1.03
167880,-4.48
62576,-6.55
265424,7.93
113234,-4.48
27739,-8.62
79890,7.24
246242,6.55
138766,-3.1
153423,3.59
186467,-4.48
127982,7.93
273773,-4.48
170590,7.24
74419,-7.24
206562,-1.72
249129,5.86
193429,-10.0
182372,3.79
71594,-1.03
1835,1.72
183033,-4.48
52282,-12.260000000000002
184137,-2.099999999999999
144684,19.28
239247,7.24
39147,1.72
139369,3.1
76487,6.209999999999999
20504,-6.55
217221,7.24
36008,-5.86
274571,-2.41
276986,-3.79
37923,2.41
53020,-5.17
80453,
119644,-9.31
115877,10.0
37352,4.139999999999999
197818,-6.23
41205,-7.93
193690,7.24
10410,1.4300000000000002
179906,5.86
174529,-3.1
229536,-5.17
77633,
106858,-4.48
278713,-3.79
237658,-13.459999999999997
148844,
214641,
91761,
145091,8.62
50396,-2.41
204084,-10.0
109234,
141846,
110976,4.5
32964,-2.049999999999999
2919,5.86
219879,10.0
143764,-9.31
191126,-6.83
61825,-2.41
174753,5.86
189971,-4.48
3756,
119861,3.1
85786,-22.320000000000004
174374,5.17
195278,-10.0
165001,-3.1
70947,
269928,5.17
42901,8.62
35253,-8.62
282821,6.55
220889,4.48
84016,-9.629999999999999
71649,-32.24
248914,-3.169999999999998
263491,14.59
41523,-3.1
77901,-5.17
32914,-18.45
145561,-5.720000000000001
148311,
189901,
197614,0.34
218486,3.6099999999999985
236607,-9.31
92004,1.0899999999999999
62154,-10.28
170454,-5.86
182573,-8.62
120631,15.129999999999999
21561,-8.99
29979,-23.82
234024,
202488,4.48
229742,-25.170000000000005
195627,10.0
109702,
122181,-10.790000000000001
132478,-1.03
208815,-4.48
107305,3.1
92564,2.41
87815,5.86
20740,7.93
177305,-2.41
200681,-15.24
137208,-3.79
265901,
205936,9.31
88099,-2.41
67234,2.41
48390,
269334,-1.23
63622,-8.62
271890,0.34
193014,3.1
25639,-7.93
98135,4.48
93190,2.41
213110,-5.86
178607,-7.93
144841,-9.31
261783,
283740,5.17
188074,1.03
155688,-7.93
190988,2.41
204641,
199928,-9.31
62671,-10.0
219314,7.93
10188,1.3600000000000003
232719,-7.93
138603,3.4999999999999996
42817,3.79
66787,3.6399999999999997
177795,16.32
43718,-5.640000000000001
31380,27.85
229374,-5.17
161605,
174757,8.62
58371,-10.0
279736,-10.0
193793,-2.41
233022,4.48
18513,1.72
22356,
175663,
86488,5.17
265144,
189079,2.41
92468,10.0
210545,9.31
261816,-1.3499999999999996
161057,8.62
6395,-5.86
111630,-3.79
274825,-5.17
84483,
15502,7.24
254121,
74678,8.62
274494,-9.31
62897,-1.8199999999999998
220389,-18.749999999999996
282397,-4.48
200220,-4.48
163987,-6.55
67710,-1.72
164959,5.66
218398,-0.8999999999999992
272171,-15.419999999999995
253529,10.0
158654,1.03
41022,-1.72
42512,-3.1
154846,-6.55
68191,-1.03
37316,10.0
261466,3.79
206303,-4.48
108740,-6.55
25769,15.42
231303,9.31
28204,10.0
6438,-5.17
248458,-9.31
80452,3.1
28348,-3.1
100826,-7.579999999999999
47500,0.34
99134,-21.69
15193,-3.4000000000000004
229944,-5.86
223315,10.0
237877,-7.93
41742,5.549999999999999
49575,-1.03
137866,0.34
118450,
143256,-5.17
78861,-4.48
241210,-15.02
158913,-12.04
7061,2.41
119892,
247814,1.72
262109,-3.1
106826,7.93
130569,1.72
210465,-6.55
282555,-1.72
207287,-4.48
48519,-5.020000000000001
169022,-0.34
119301,-10.0
235585,-5.86
151146,-3.1
202958,-7.93
284524,-0.34
106663,
95873,-10.0
19259,7.93
73942,5.17
263278,-5.17
266156,1.72
124792,6.9399999999999995
275322,3.1
162519,-3.1
139912,5.86
265753,
18019,-7.93
70670,-10.0
131124,-10.0
216649,11.389999999999999
30748,4.48
59036,-4.48
132704,5.17
95962,5.17
102399,-8.100000000000001
104042,-6.55
140521,-8.62
186737,15.73
55409,-6.55
207728,0.34
41799,-3.79
104626,-3.28
1643,-2.41
235826,-2.370000000000001
1482,
122445,-6.55
183740,-8.62
63699,7.24
231350,-4.04
215720,-11.32
161629,-8.62
162886,1.5799999999999996
186081,-3.79
282552,-6.98
38136,3.1
160044,8.7
102521,0.34
62102,1.03
131518,-3.1
14100,5.079999999999998
191946,-5.86
51604,3.4899999999999993
283868,15.01
2858,
120633,10.0
158598,-5.870000000000001
49108,-19.06
130120,0.34
276099,
214407,-7.24
121004,-17.89
244412,8.62
45310,-7.24
170982,-1.25
138423,2.41
105073,13.959999999999999
11224,-7.24
222715,-9.31
237004,-3.5900000000000003
45501,-1.7799999999999985
281576,-5.17
63281,15.93
224173,-7.93
71428,
31947,6.55
162948,-6.55
32203,7.24
156710,-5.17
238900,3.79
184477,-1.03
38464,8.62
129163,2.3999999999999995
45792,4.070000000000001
111804,8.69
188232,
179859,-0.21999999999999975
111868,-3.79
217049,3.79
175437,-8.62
226888,-4.47
241089,-2.41
22200,-3.79
106733,8.62
87984,
18819,-5.17
7832,1.6600000000000001
167976,4.48
171702,-8.62
157956,2.41
205362,0.34
58178,-6.55
146318,-7.93
136448,-10.0
244354,7.93
94917,-0.34
184325,-1.03
242627,
271910,5.86
104425,-5.86
58052,-6.55
10746,10.0
96158,4.48
151177,7.24
116288,12.75
273544,1.72
88215,-6.55
266137,4.48
219765,9.31
142444,-9.61
171334,3.1
62161,
5770,5.86
54231,-3.79
174545,7.93
158526,-6.55
38101,21.45
103264,14.59
242448,10.0
64999,-4.48
60851,1.3899999999999988
204081,-2.41
249364,3.79
282904,5.86
121979,9.31
71540,-7.93
71310,-4.48
101917,-2.41
26812,-18.47
11185,1.72
272438,5.86
38968,-8.62
76400,15.07
166391,-4.6
116912,-5.17
92061,9.31
22675,-3.1
132843,
20606,6.55
236391,14.81
187480,1.03
45920,-6.55
106409,-1.72
146408,-2.41
101145,-7.24
200112,4.48
113477,-1.03
256403,7.24
181922,-2.9599999999999995
222708,-3.79
219727,5.86
176914,2.1099999999999994
193718,10.0
44943,-5.17
56943,9.37
47207,-9.31
236343,10.0
127307,9.31
146313,5.86
38105,8.490000000000002
120359,7.77
131055,5.470000000000001
212520,
266606,
165414,-9.31
115388,1.72
218446,2.160000000000002
258412,5.86
70832,-3.79
208465,-8.31
93798,-10.5
177274,0.3199999999999994
233800,-5.17
167750,-5.779999999999999
186822,-3.79
64245,-7.93
114968,3.1
67401,5.86
178556,-3.1
250010,7.24
34222,1.7800000000000011
177756,19.86
6916,-14.77
215835,-5.3
170167,-6.55
83124,
273657,7.24
61666,-1.72
108598,-9.31
164203,1.72
138088,14.130000000000003
59966,0.34
33042,1.72
226533,-2.41
79756,1.03
197455,0.34
203222,-2.41
103976,-6.55
238073,-3.79
1714,0.34
104511,
20557,-5.17
43645,3.79
168853,-0.34
10911,
252276,-13.15
63575,10.0
262664,-8.19
155089,7.24
243399,1.03
249464,2.41
134274,-3.75
216986,-7.93
161830,-5.17
13778,-3.79
84497,27.120000000000005
62580,1.72
177308,6.67
173182,-7.93
57129,-0.34
280897,-3.79
125151,
65163,5.48
196280,-1.03
7450,7.24
240828,1.72
125909,7.93
145981,8.62
60166,-7.93
73970,8.62
34367,-8.62
157663,-10.719999999999999
103412,2.8399999999999994
194909,
235639,3.79
32856,7.93
195724,-7.93
110674,-1.03
193828,-8.62
213111,-2.41
192031,-3.79
60507,14.2
151707,-7.93
137316,3.87
107426,6.120000000000001
14998,-2.41
137143,5.86
122352,9.31
144695,-5.17
141290,4.48
29225,-2.0599999999999996
276175,8.62
180629,5.17
189437,-0.5700000000000012
238098,5.17
102260,
119816,-5.86
156844,-22.59
80780,-25.98
89858,5.86
94159,9.31
163454,7.24
193740,3.79
213791,9.31
253965,-5.17
117799,-10.0
212519,8.62
67551,-13.73
166240,-5.17
204579,-6.55
86028,5.350000000000001
226076,5.86
30402,-7.93
187574,3.79
204834,9.31
231112,7.93
228701,
255331,-2.41
18683,-5.17
68178,-10.0
266424,4.48
103343,-9.31
279722,-3.1
118975,2.41
33740,-20.810000000000002
96242,-2.41
94499,-6.620000000000001
262436,-4.48
33618,-1.72
279190,-7.24
162808,-5.86
71123,7.24
236616,2.0100000000000007
248115,-5.86
216102,-4.48
187163,-10.0
233878,-6.24
183254,-6.2299999999999995
112502,-0.8600000000000012
129905,16.37
213969,4.14
157173,8.62
115132,-2.41
108507,1.72
72408,5.86
105691,10.0
239047,2.41
26330,-1.03
210578,3.1
191063,3.989999999999999
170817,-3.79
225028,-5.17
171560,2.41
210405,1.03
159961,2.41
283563,6.55
124849,5.17
11546,
11943,10.0
72297,5.17
167797,-1.03
223690,-5.17
42921,-5.86
154466,1.03
168688,9.31
148679,-9.31
84026,6.55
130787,32.17
197356,
150333,-3.5500000000000003
41010,-1.72
15528,6.55
35577,8.62
98325,5.17
276801,-4.48
112496,-2.41
219258,-10.0
84461,-7.24
225253,5.86
36966,-7.24
173786,-3.79
250994,5.17
211539,8.62
227,8.62
263420,7.93
156296,7.24
221705,
245083,-7.93
273821,8.62
140614,-6.55
165009,0.34
269092,5.910000000000002
151807,-5.17
241017,7.24
26286,2.3
75829,4.48
99435,0.34
171771,-5.17
12333,2.41
153871,10.0
267634,3.79
128777,-5.17
35983,2.41
268467,-7.67
210492,-3.79
47645,3.1
206913,5.86
92346,-7.93
114084,13.590000000000002
226071,4.48
2098,4.529999999999999
143589,0.34
186718,8.62
132682,-6.55
118654,-6.55
158126,7.24
2138,-19.64
195319,-4.48
27916,5.86
267607,-11.110000000000003
206367,4.33
179206,5.17
8576,0.34
177563,-4.48
138105,-5.17
58699,7.809999999999999
58222,-22.99
5402,12.079999999999998
150807,-7.24
207109,-5.17
79876,-3.79
34512,-10.0
151703,7.32
212696,-17.580000000000002
253848,-6.55
262272,9.31
282929,9.31
51415,-10.0
23577,-2.41
83965,-6.55
206740,9.31
270181,9.31
26563,5.86
189503,7.24
154050,-5.17
174761,
30280,-1.03
43873,
155414,-5.86
218320,-14.200000000000001
80124,-15.26
110600,1.03
280187,16.98
89281,-1.72
138819,-7.93
170719,-7.24
275836,-5.390000000000001
46644,-3.1
134070,3.1799999999999997
136451,3.79
179724,-9.41
123045,7.93
150663,-109.37
225900,8.62
10702,-9.66
49999,-2.41
81951,10.0
69373,3.79
239247,-8.55
175691,-2.41
192974,2.41
97459,-7.24
54787,6.55
21193,-7.24
142615,0.5199999999999996
162209,
242091,-0.34
228358,3.1
140471,10.0
96950,-7.159999999999999
109990,-6.55
258834,-8.62
275218,25.34
53747,-27.61
27319,10.0
5234,3.79
279288,7.309999999999999
210113,-7.93
52946,9.34
211496,3.79
237932,7.93
66429,7.24
43792,-0.9999999999999973
106538,-1.72
153607,4.98
88644,-16.480000000000004
30127,-5.86
229099,3.1
136248,2.41
87900,1.72
250415,-10.549999999999999
80545,-7.93
244876,1.03
240139,-3.79
122322,-4.48
152502,-3.79
116003,9.31
223030,-4.369999999999999
181523,-7.93
110040,
40529,8.62
216971,
140594,-1.72
281939,-1.72
202594,-0.34
17577,1.03
7636,2.41
131924,15.290000000000001
234344,10.0
97846,-2.41
204536,-5.86
109720,-25.160000000000004
31573,
272039,-8.62
249060,7.24
95696,-7.93
20564,-3.79
195942,-3.79
224410,-4.48
70343,-9.31
227955,10.0
51725,-8.62
108725,-7.24
166345,-2.4000000000000004
132809,5.17
46694,2.41
162535,-5.86
15620,8.62
53936,2.41
194488,-1.03
78878,0.34
96818,3.1
2451,-10.0
8355,3.79
147875,5.86
172664,4.48
137930,-1.72
168555,4.789999999999999
56569,4.48
120838,-1.03
220280,-8.62
80395,
172820,8.62
95322,5.17
177809,10.0
12101,3.79
91355,-10.0
61980,-5.08
122830,-9.31
46940,4.48
235007,3.1
91439,4.710000000000001
144882,
133537,-1.03
132592,-3.1
121708,15.540000000000003
146924,-9.31
10068,-1.03
186125,-0.34
268960,-9.31
234970,-8.17
18049,-6.55
27496,10.21
57565,2.7300000000000004
76763,-10.0
273447,-1.72
43327,-5.17
43973,-4.48
168472,2.41
79155,11.55
122774,7.24
176211,-1.03
154358,-7.93
72444,-5.86
96291,2.41
100945,1.72
75283,-5.86
112660,4.48
16877,-3.1
5135,-3.1
156121,-1.72
54390,5.17
152319,-1.03
115397,3.1
122564,
252867,7.93
15121,-0.34
75662,-7.93
112058,-1.03
32214,-7.93
19653,-15.129999999999999
252524,3.79
172712,-4.48
128247,-1.72
241795,10.0
273502,-1.03
178045,-7.24
192795,-2.41
216250,8.82
116079,4.48
104238,-1.72
245752,7.24
192496,-25.24
41284,-0.34
282267,-10.0
99967,-5.86
6665,-7.24
113298,-1.72
184078,-6.69
186507,-5.83
274457,1.72
139157,10.030000000000001
21198,6.55
22086,1.03
186945,5.17
28814,-4.48
118521,-7.93
160207,
53517,10.0
135087,3.1
213719,15.83
256824,-10.0
58012,1.03
138794,-8.62
235483,5.86
194666,1.03
140741,3.79
157043,9.31
84364,5.86
124502,-1.72
69431,5.17
39001,5.17
224684,
32957,-4.48
85431,9.31
93347,3.79
58735,9.31
240252,7.24
183213,-5.17
94943,7.24
162779,-24.760000000000005
69667,-1.72
165789,4.760000000000001
2687,5.17
86047,2.41
233341,7.93
214065,4.85
176526,-6.55
171438,1.72
39069,1.03
149329,5.86
3797,0.34
32067,9.31
259065,5.17
83536,
204157,3.79
71148,3.1
122352,-8.510000000000002
129616,-4.48
122067,5.86
71906,-6.55
187738,5.17
136100,-5.86
61251,4.48
104916,0.34
271736,1.03
1501,-9.31
253893,-9.31
46706,-0.34
4414,9.31
102001,-2.41
239726,
277249,8.62
101314,-7.93
233848,7.93
127359,3.1
68316,-8.62
103491,-4.48
232353,3.79
98110,-9.31
28799,-6.55
112289,-7.24
235238,8.62
23421,
61937,9.31
274219,-10.0
72066,5.17
82210,
147647,-5.17
14343,-3.1
272156,11.44
49430,-9.31
91659,2.72
19018,-5.86
81489,5.86
248092,-7.52
260175,1.1699999999999995
187673,
76150,
66837,3.79
176209,-11.7
113908,-1.03
46488,-0.34
122230,0.34
48450,-4.48
279663,5.17
22568,9.31
174859,
99549,-1.03
42191,5.86
201382,5.17
111582,-3.1
256731,2.41
104547,-8.62
159240,-19.53
158217,-10.0
152675,-2.41
12649,3.79
205923,-3.1
135963,-2.7399999999999984
185368,3.79
255513,-4.48
193260,2.41
176993,-11.510000000000002
228867,-1.03
237942,-1.03
52606,-9.31
22925,-9.809999999999999
259073,-1.03
252645,9.31
41869,-1.72
233123,4.48
234455,-0.34
26396,-9.31
244103,-7.24
